inTemp,inHum,outTemp,outHum
12.10,83.10,24.10,80.20
12.10,83.10,24.10,80.40
12.10,83.10,24.10,80.50
12.20,83.20,24.10,80.40
12.10,83.10,24.10,80.30
12.10,83.20,24.10,80.30
12.20,83.30,24.10,80.30
12.10,83.20,24.10,80.30
12.20,83.30,24.10,80.30
12.10,83.20,24.10,80.50
12.10,83.20,24.10,80.70
12.20,83.30,24.10,80.70
12.10,83.20,24.10,80.70
12.10,83.20,24.10,80.60
12.20,83.30,24.10,80.50
12.10,83.30,24.10,80.70
12.10,83.40,24.10,81.20
12.20,83.50,24.10,81.00
12.20,83.50,24.10,81.00
12.20,83.50,24.10,80.90
12.10,83.50,24.10,80.90
12.20,83.60,24.10,81.10
12.10,83.60,24.10,81.00
12.10,83.60,24.10,80.90
12.20,83.70,24.10,80.80
12.10,83.70,24.10,80.70
12.10,83.70,24.10,80.70
12.20,83.80,24.00,80.60
12.10,83.70,24.10,80.70
12.20,83.90,24.10,80.70
12.20,83.90,24.10,80.90
12.20,83.90,24.10,80.80
12.10,83.90,24.10,80.70
12.10,83.80,24.00,80.70
12.10,83.90,24.10,80.70
12.20,84.00,24.10,80.70
12.20,84.00,24.00,80.70
12.20,84.00,24.10,80.70
12.20,84.00,24.00,80.80
12.20,84.00,24.00,80.80
12.20,84.00,24.00,81.00
12.20,84.10,24.00,81.10
12.10,84.00,24.00,81.00
12.20,84.10,24.00,81.10
12.10,84.10,24.00,81.20
12.10,84.10,24.00,81.10
12.10,84.10,24.10,81.30
12.10,84.10,24.00,81.30
12.10,84.10,24.00,81.20
12.20,84.20,24.10,81.20
12.20,84.30,24.00,81.20
12.20,84.40,24.00,81.20
12.10,84.30,24.00,81.40
12.20,84.40,24.00,81.40
12.20,84.40,24.00,81.40
12.20,84.40,24.00,81.40
12.20,84.40,24.00,81.30
12.20,84.50,24.00,81.30
12.20,84.50,24.00,81.30
12.20,84.60,24.00,81.30
12.20,84.60,24.00,81.30
12.20,84.60,24.00,81.30
12.20,84.70,24.00,81.20
12.20,84.70,24.00,81.20
12.20,84.80,24.00,81.20
12.20,84.80,24.00,81.10
12.20,84.70,24.00,81.10
12.20,84.70,24.00,81.10
12.20,84.80,24.00,81.00
12.20,84.70,24.00,81.00
12.20,84.70,24.00,81.00
12.20,84.80,24.00,81.10
12.20,84.80,24.00,81.10
12.20,84.80,24.00,81.10
12.10,84.80,24.00,81.10
12.20,84.80,24.00,81.10
12.20,84.80,24.00,81.10
12.20,84.70,23.90,81.00
12.20,84.70,23.90,81.20
12.20,84.80,24.00,81.30
12.20,84.80,24.00,81.30
12.20,84.80,23.90,81.30
12.20,84.80,24.00,81.40
12.20,84.80,23.90,81.40
12.20,84.80,24.00,81.40
12.10,84.70,23.90,81.40
12.20,84.80,23.90,81.30
12.20,84.80,23.90,81.30
12.20,84.80,23.90,81.30
12.20,84.90,23.90,81.30
12.20,84.90,23.90,81.30
12.20,84.90,24.00,81.30
12.20,84.90,23.90,81.30
12.30,85.00,23.90,81.30
12.20,85.00,23.90,81.30
12.20,84.90,23.90,81.30
12.20,84.90,23.90,81.20
12.20,84.90,23.90,81.30
12.20,84.90,23.90,81.30
12.20,84.90,23.90,81.40
12.20,85.00,23.90,81.40
12.20,85.00,23.90,81.50
12.20,85.00,23.90,81.50
12.20,85.10,23.90,81.70
12.20,85.10,23.90,81.80
12.20,85.10,23.90,82.00
12.20,85.10,23.90,81.80
12.20,85.10,23.90,82.00
12.20,85.10,23.90,82.00
12.20,85.00,23.90,81.80
12.20,85.00,23.90,81.80
12.20,85.10,23.90,81.70
12.20,85.10,24.00,81.80
12.20,85.10,23.90,81.60
12.20,85.10,23.90,81.60
12.20,85.10,24.00,81.90
12.20,85.10,24.00,81.90
12.20,85.10,23.90,81.60
12.20,85.10,24.00,81.70
12.20,85.10,23.90,81.60
12.20,85.10,24.00,81.60
12.20,85.20,24.00,81.80
12.20,85.20,24.00,81.80
12.20,85.30,24.00,81.60
12.20,85.30,24.00,81.60
12.20,85.30,24.00,81.50
12.20,85.30,24.00,81.50
12.20,85.30,24.00,81.40
12.20,85.30,24.00,81.40
12.20,85.30,24.00,81.30
12.20,85.30,24.00,81.20
12.20,85.30,24.00,81.20
12.20,85.30,24.10,81.10
12.20,85.20,24.10,81.10
12.20,85.10,24.10,81.10
12.20,85.10,24.10,81.10
12.20,85.00,24.10,81.10
12.20,85.00,24.10,81.00
12.20,85.00,24.10,80.90
12.20,85.00,24.10,80.90
12.20,85.00,24.20,80.90
12.20,85.10,24.20,80.80
12.20,85.10,24.10,80.70
12.20,85.10,24.10,80.70
12.20,85.00,24.20,80.70
12.20,85.00,24.20,80.60
12.20,85.00,24.20,80.60
12.20,85.00,24.20,80.50
12.20,85.00,24.20,80.40
12.20,85.00,24.20,80.30
12.20,84.90,24.30,80.30
12.20,84.90,24.30,80.30
12.20,84.90,24.30,80.30
12.20,84.80,24.30,80.20
12.20,84.80,24.20,80.20
12.20,84.60,24.30,80.30
12.20,84.60,24.30,80.10
12.10,84.50,24.30,80.10
12.20,84.50,24.30,80.10
12.20,84.40,24.30,80.10
12.20,84.40,24.30,80.10
12.20,84.30,24.40,80.00
12.20,84.30,24.30,79.80
12.20,84.20,24.40,79.80
12.20,84.10,24.30,79.60
12.10,84.10,24.40,79.60
12.20,84.10,24.40,79.60
12.20,84.10,24.40,79.60
12.20,84.10,24.40,79.40
12.20,84.10,24.40,79.40
12.10,83.90,24.40,79.40
12.20,83.90,24.40,79.40
12.20,83.80,24.40,79.20
12.20,83.70,24.50,79.30
12.10,83.60,24.40,79.20
12.20,83.60,24.50,79.20
12.20,83.60,24.50,79.10
12.10,83.50,24.50,79.00
12.20,83.50,24.50,78.80
12.20,83.40,24.50,78.80
12.20,83.40,24.50,78.80
12.20,83.30,24.50,78.70
12.10,83.20,24.50,78.60
12.20,83.20,24.60,78.60
12.20,83.10,24.60,78.60
12.10,83.00,24.50,78.40
12.20,83.00,24.60,78.50
12.20,82.90,24.60,78.40
12.20,82.90,24.60,78.40
12.10,82.70,24.60,78.30
12.20,82.70,24.60,78.30
12.10,82.50,24.60,78.20
12.20,82.50,24.60,78.20
12.10,82.40,24.60,78.10
12.20,82.40,24.60,78.00
12.20,82.20,24.60,78.00
12.10,82.10,24.60,77.90
12.10,82.10,24.60,77.80
12.10,82.00,24.60,77.80
12.20,82.00,24.60,77.70
12.10,81.90,24.60,77.60
12.10,81.80,24.70,77.60
12.20,81.70,24.70,77.60
12.10,81.60,24.70,77.60
12.10,81.60,24.70,77.50
12.10,81.50,24.70,77.50
12.10,81.50,24.70,77.40
12.10,81.30,24.70,77.30
12.10,81.20,24.80,77.40
12.20,81.20,24.70,77.20
12.10,81.10,24.70,77.20
12.10,81.10,24.80,77.20
12.10,81.00,24.80,77.20
12.10,81.00,24.80,77.20
12.10,81.00,24.70,77.00
12.10,81.00,24.70,77.00
12.10,81.00,24.80,77.00
12.10,80.90,24.70,76.90
12.10,80.80,24.70,76.80
12.10,80.70,24.80,76.90
12.10,80.60,24.80,76.80
12.10,80.60,24.80,76.80
12.20,80.60,24.80,76.80
12.10,80.30,24.80,76.70
12.10,80.30,24.80,76.70
12.10,80.20,24.80,76.70
12.10,80.10,24.80,76.60
12.10,80.10,24.80,76.60
12.10,80.10,24.80,76.60
12.10,80.00,24.80,76.60
12.10,79.90,24.80,76.60
12.10,79.80,24.80,76.80
12.10,79.70,24.80,76.70
12.10,79.60,24.80,76.60
12.00,79.40,24.70,76.60
12.10,79.40,24.70,76.60
12.10,79.40,24.80,76.60
12.10,79.30,24.70,76.50
12.10,79.20,24.70,76.50
12.10,79.20,24.80,76.60
12.10,79.20,24.80,76.50
12.10,79.10,24.80,76.50
12.10,79.10,24.80,76.50
12.10,79.10,24.80,76.50
12.10,79.00,24.80,76.50
12.10,78.90,24.80,76.50
12.10,78.90,24.80,76.50
12.10,78.90,24.80,76.40
12.10,78.90,24.80,76.60
12.10,78.90,24.80,76.50
12.10,78.90,24.80,76.50
12.00,78.80,24.70,76.40
12.10,78.90,24.70,76.40
12.10,78.80,24.70,76.40
12.10,78.80,24.80,76.40
12.10,78.70,24.80,76.50
12.00,78.60,24.80,76.40
12.10,78.60,24.80,76.40
12.10,78.60,24.70,76.40
12.10,78.50,24.70,76.40
12.10,78.50,24.70,76.40
12.10,78.40,24.80,76.40
12.10,78.40,24.70,76.40
12.10,78.40,24.80,76.40
12.10,78.40,24.70,76.40
12.10,78.40,24.70,76.40
12.10,78.30,24.70,76.40
12.00,78.20,24.70,76.40
12.10,78.20,24.70,76.50
12.10,78.20,24.70,76.50
12.10,78.20,24.70,76.50
12.10,78.20,24.70,76.60
12.10,78.20,24.70,76.60
12.10,78.20,24.70,76.60
12.10,78.20,24.70,76.60
12.10,78.20,24.70,76.70
12.00,78.20,24.70,76.70
12.10,78.30,24.70,76.70
12.00,78.20,24.70,76.70
12.00,78.20,24.70,76.80
12.10,78.20,24.70,76.80
12.10,78.20,24.70,76.70
12.10,78.20,24.70,76.80
12.10,78.20,24.70,77.00
12.10,78.20,24.70,76.90
12.10,78.20,24.70,77.20
12.10,78.20,24.70,77.40
12.10,78.20,24.60,77.40
12.10,78.30,24.60,77.40
12.10,78.30,24.70,77.40
12.00,78.20,24.60,77.60
12.10,78.30,24.60,77.60
12.00,78.30,24.60,77.60
12.10,78.30,24.60,77.50
12.10,78.30,24.60,77.60
12.00,78.30,24.70,77.50
12.00,78.30,24.70,77.40
12.10,78.20,24.60,77.40
12.10,78.20,24.60,77.60
12.10,78.30,24.60,77.60
12.00,78.20,24.60,77.40
12.10,78.30,24.60,77.40
12.00,78.30,24.60,77.40
12.00,78.30,24.60,77.40
12.00,78.30,24.60,77.40
12.00,78.30,24.60,77.40
12.10,78.40,24.60,77.30
12.00,78.30,24.60,77.40
12.00,78.40,24.60,77.50
12.00,78.50,24.60,77.40
12.00,78.60,24.60,77.60
12.00,78.60,24.60,77.70
12.00,78.60,24.60,77.80
12.00,78.60,24.60,77.70
12.00,78.60,24.60,77.60
12.10,78.70,24.60,77.80
12.00,78.70,24.60,77.60
12.00,78.70,24.60,77.70
12.00,78.70,24.60,77.70
12.10,78.80,24.60,77.80
12.10,78.90,24.50,77.70
12.00,78.90,24.60,77.70
12.00,78.90,24.60,77.90
12.00,79.00,24.60,77.80
12.00,79.10,24.60,77.90
12.00,79.10,24.60,77.80
12.10,79.10,24.60,77.80
12.10,79.20,24.60,77.70
12.00,79.10,24.60,77.60
12.00,79.10,24.50,77.60
12.00,79.10,24.50,77.60
12.00,79.10,24.60,77.60
12.00,79.10,24.50,77.60
12.00,79.10,24.50,77.60
12.00,79.10,24.60,77.60
12.10,79.20,24.50,77.60
12.10,79.20,24.50,77.70
12.00,79.20,24.50,77.70
12.00,79.30,24.50,77.90
12.00,79.30,24.50,77.90
12.00,79.40,24.50,77.90
12.00,79.40,24.50,78.00
12.10,79.60,24.50,78.10
12.00,79.60,24.50,78.00
12.00,79.70,24.40,77.90
12.00,79.70,24.50,78.00
12.00,79.70,24.50,78.00
12.00,79.80,24.40,77.90
12.10,79.80,24.50,78.00
12.00,79.80,24.40,77.90
12.00,79.80,24.40,78.00
12.00,79.80,24.40,78.00
12.10,80.00,24.40,78.00
12.00,79.90,24.40,78.00
12.00,79.90,24.40,78.10
12.00,79.90,24.40,78.20
12.00,80.00,24.50,78.40
12.00,80.00,24.40,78.40
12.00,80.10,24.40,78.40
12.00,80.10,24.40,78.40
12.00,80.10,24.40,78.40
12.10,80.20,24.40,78.40
12.10,80.30,24.40,78.60
12.00,80.30,24.40,78.80
12.10,80.40,24.40,78.80
12.10,80.50,24.40,78.70
12.00,80.40,24.40,78.80
12.10,80.50,24.40,79.00
12.10,80.50,24.40,79.10
12.00,80.50,24.40,79.00
12.10,80.60,24.40,79.00
12.10,80.60,24.30,78.80
12.10,80.60,24.40,78.80
12.00,80.60,24.30,78.70
12.10,80.70,24.40,78.80
12.10,80.70,24.40,78.80
12.10,80.80,24.40,78.70
12.10,80.80,24.40,78.80
12.10,80.80,24.40,78.70
12.00,80.80,24.40,78.70
12.00,80.80,24.40,78.70
12.10,80.90,24.30,78.70
12.10,81.00,24.30,78.60
12.10,81.00,24.40,78.70
12.10,81.10,24.30,78.60
12.10,81.20,24.40,78.80
12.00,81.20,24.30,78.80
12.00,81.20,24.30,78.80
12.00,81.30,24.40,79.00
12.00,81.30,24.30,79.00
12.10,81.40,24.30,79.10
12.00,81.30,24.30,79.10
12.00,81.40,24.40,79.30
12.10,81.50,24.30,79.20
12.10,81.50,24.30,79.30
12.10,81.50,24.30,79.40
12.00,81.50,24.30,79.40
12.10,81.50,24.30,79.40
12.10,81.60,24.30,79.30
12.10,81.60,24.30,79.20
12.10,81.60,24.30,79.20
12.10,81.70,24.30,79.20
12.10,81.70,24.30,79.20
12.10,81.80,24.30,79.20
12.10,81.80,24.20,79.10
12.10,81.80,24.30,79.20
12.10,81.90,24.30,79.20
12.10,82.00,24.20,79.20
12.10,82.00,24.30,79.50
12.00,82.00,24.20,79.40
12.10,82.00,24.30,79.40
12.10,82.10,24.20,79.30
12.10,82.10,24.30,79.40
12.00,82.10,24.20,79.40
12.10,82.10,24.30,79.40
12.00,82.10,24.20,79.50
12.10,82.20,24.20,79.50
12.10,82.20,24.20,79.60
12.10,82.20,24.20,79.70
12.10,82.20,24.20,79.60
12.10,82.30,24.20,79.80
12.10,82.30,24.20,79.70
12.10,82.20,24.20,79.60
12.10,82.30,24.20,79.60
12.10,82.40,24.20,79.60
12.10,82.40,24.20,79.60
12.00,82.40,24.20,79.60
12.10,82.50,24.20,79.60
12.10,82.50,24.20,79.70
12.10,82.50,24.20,79.90
12.10,82.50,24.20,79.90
12.10,82.50,24.20,79.90
12.00,82.40,24.20,79.90
12.10,82.50,24.20,80.10
12.10,82.50,24.20,80.10
12.10,82.50,24.10,80.20
12.10,82.50,24.10,80.20
12.10,82.50,24.10,80.20
12.10,82.60,24.10,80.10
12.10,82.60,24.10,80.10
12.10,82.60,24.10,79.90
12.10,82.60,24.10,79.90
12.10,82.70,24.10,79.90
12.10,82.80,24.10,79.90
12.10,82.80,24.20,80.10
12.10,82.80,24.10,80.10
12.10,82.80,24.10,80.30
12.10,82.70,24.10,80.30
12.10,82.70,24.10,80.40
12.10,82.70,24.10,80.30
12.10,82.80,24.10,80.30
12.10,82.90,24.10,80.30
12.10,82.90,24.10,80.30
12.10,82.90,24.10,80.30
12.10,82.90,24.10,80.30
12.10,82.90,24.10,80.30
12.10,83.00,24.10,80.30
12.10,83.00,24.10,80.30
12.10,83.00,24.10,80.30
12.10,83.10,24.10,80.40
12.10,83.10,24.10,80.40
12.10,83.10,24.10,80.50
12.10,83.10,24.10,80.60
12.10,83.10,24.10,80.50
12.10,83.20,24.10,80.40
12.10,83.20,24.10,80.30
12.10,83.20,24.10,80.30
12.10,83.20,24.10,80.30
12.10,83.30,24.10,80.30
12.10,83.30,24.10,80.30
12.10,83.40,24.10,80.50
12.10,83.40,24.10,80.40
12.10,83.40,24.10,80.50
12.10,83.40,24.10,80.40
12.10,83.50,24.10,80.50
12.10,83.50,24.10,80.50
12.10,83.50,24.10,80.70
12.10,83.50,24.10,80.70
12.10,83.50,24.10,80.70
12.20,83.50,24.10,80.70
12.10,83.50,24.10,80.80
12.20,83.50,24.10,80.90
12.10,83.50,24.00,80.80
12.10,83.50,24.10,80.70
12.10,83.60,24.00,80.60
12.10,83.60,24.00,80.80
12.10,83.70,24.10,80.90
12.10,83.70,24.10,80.90
12.10,83.70,24.00,80.80
12.10,83.70,24.00,80.90
12.10,83.70,24.00,81.00
12.20,83.80,24.00,81.20
12.10,83.80,24.10,81.20
12.10,83.70,24.00,81.10
12.10,83.80,24.00,81.00
12.20,83.90,24.00,81.00
12.10,83.90,24.00,81.00
12.10,83.90,24.00,80.90
12.10,83.80,24.00,80.90
12.10,83.90,24.10,80.90
12.10,83.90,24.00,80.80
12.10,83.90,24.00,80.80
12.10,83.90,24.00,80.80
12.20,83.90,24.00,81.00
12.20,83.90,24.00,81.00
12.10,83.90,24.00,80.90
12.10,84.00,24.00,81.00
12.10,84.00,24.00,81.10
12.20,84.10,24.00,81.00
12.10,84.00,24.00,81.20
12.10,84.10,24.00,81.20
12.10,84.10,24.00,81.20
12.20,84.10,24.00,81.20
12.20,84.20,24.00,81.10
12.10,84.20,24.00,81.20
12.10,84.30,23.90,81.20
12.20,84.40,24.00,81.10
12.10,84.40,24.00,81.10
12.10,84.40,24.00,81.00
12.20,84.40,24.00,81.00
12.10,84.40,24.00,81.00
12.20,84.50,24.00,81.00
12.20,84.50,24.00,81.10
12.10,84.40,24.00,81.10
12.20,84.50,23.90,81.10
12.10,84.50,24.00,81.10
12.10,84.50,23.90,81.00
12.10,84.50,24.00,81.30
12.20,84.60,23.90,81.20
12.10,84.60,23.90,81.40
12.20,84.60,24.00,81.40
12.20,84.60,24.00,81.60
12.10,84.60,23.90,81.50
12.10,84.60,23.90,81.60
12.10,84.60,23.90,81.60
12.20,84.80,24.00,81.80
12.20,84.80,23.90,81.80
12.20,84.90,23.90,81.70
12.20,84.90,23.90,81.60
12.20,85.00,23.90,81.60
12.20,85.00,23.90,81.60
12.20,85.00,23.90,81.60
12.20,84.90,23.90,81.60
12.20,84.90,23.90,81.60
12.20,84.90,23.90,81.50
12.10,84.90,23.90,81.40
12.10,84.90,23.90,81.60
12.20,85.00,23.90,81.40
12.20,85.00,23.90,81.40
12.20,85.00,23.90,81.40
12.10,84.90,23.90,81.40
12.20,85.00,23.90,81.40
12.10,85.00,23.90,81.40
12.20,85.10,23.90,81.40
12.20,85.10,23.90,81.40
12.20,85.10,23.90,81.40
12.20,85.10,23.90,81.40
12.20,85.10,23.90,81.30
12.10,85.10,23.90,81.40
12.20,85.20,23.90,81.40
12.20,85.30,23.90,81.40
12.10,85.20,23.90,81.40
12.20,85.30,23.90,81.40
12.10,85.20,23.90,81.40
12.20,85.30,23.90,81.40
12.20,85.30,23.90,81.50
12.20,85.30,23.90,81.40
12.20,85.30,23.90,81.40
12.20,85.40,23.90,81.50
12.20,85.40,23.90,81.50
12.20,85.40,23.90,81.40
12.20,85.40,23.90,81.40
12.20,85.40,23.90,81.40
12.20,85.40,23.90,81.60
12.20,85.40,23.90,81.60
12.20,85.40,23.90,81.60
12.20,85.40,23.90,81.80
12.20,85.40,23.90,81.90
12.20,85.40,23.90,81.80
12.20,85.50,24.00,81.80
12.20,85.50,23.90,81.70
12.20,85.50,24.00,82.00
12.20,85.50,23.90,81.90
12.20,85.50,23.90,81.80
12.20,85.50,24.00,82.00
12.20,85.50,23.90,82.00
12.20,85.40,24.00,82.00
12.20,85.40,24.00,82.00
12.20,85.40,24.00,81.80
12.20,85.40,24.00,81.60
12.20,85.50,24.00,81.50
12.20,85.40,24.10,81.60
12.10,85.30,24.10,81.50
12.20,85.40,24.10,81.30
12.20,85.40,24.10,81.30
12.20,85.30,24.10,81.20
12.20,85.30,24.10,81.10
12.20,85.30,24.10,81.10
12.20,85.30,24.10,81.00
12.20,85.20,24.10,80.90
12.20,85.10,24.10,80.80
12.20,85.10,24.10,80.70
12.20,85.10,24.10,80.70
12.20,85.10,24.10,80.70
12.20,85.00,24.20,80.60
12.20,84.90,24.10,80.50
12.20,84.90,24.20,80.50
12.20,84.90,24.20,80.50
12.20,84.90,24.20,80.50
12.20,84.90,24.20,80.40
12.20,84.90,24.30,80.40
12.20,84.90,24.20,80.30
12.10,84.80,24.20,80.30
12.20,84.80,24.20,80.30
12.20,84.80,24.20,80.30
12.20,84.80,24.30,80.30
12.20,84.70,24.30,80.30
12.20,84.60,24.30,80.40
12.20,84.60,24.30,80.30
12.10,84.50,24.30,80.30
12.20,84.50,24.30,80.20
12.20,84.50,24.30,80.10
12.10,84.40,24.40,80.10
12.20,84.40,24.30,80.00
12.20,84.40,24.30,79.80
12.20,84.40,24.40,80.00
12.20,84.40,24.40,79.90
12.10,84.30,24.40,80.10
12.10,84.20,24.40,79.80
12.20,84.20,24.40,79.60
12.10,84.10,24.40,79.60
12.10,83.90,24.40,79.40
12.20,83.80,24.40,79.30
12.20,83.70,24.40,79.50
12.20,83.60,24.40,79.30
12.10,83.50,24.40,79.20
12.20,83.50,24.40,79.20
12.10,83.40,24.50,79.20
12.10,83.30,24.40,79.00
12.10,83.20,24.50,79.00
12.20,83.10,24.50,78.90
12.20,83.10,24.50,78.80
12.20,83.00,24.50,78.70
12.10,82.90,24.50,78.70
12.10,82.90,24.50,78.70
12.10,82.80,24.50,78.80
12.10,82.70,24.50,78.80
12.10,82.60,24.50,78.80
12.10,82.60,24.50,78.70
12.10,82.50,24.50,78.60
12.20,82.40,24.60,78.80
12.10,82.20,24.50,78.70
12.10,82.10,24.60,78.70
12.20,82.10,24.60,78.60
12.10,82.00,24.60,78.60
12.10,81.90,24.60,78.40
12.10,81.80,24.60,78.40
12.10,81.80,24.60,78.30
12.10,81.80,24.60,78.20
12.10,81.80,24.70,78.10
12.10,81.70,24.60,77.90
12.10,81.70,24.60,77.80
12.10,81.60,24.60,77.80
12.10,81.50,24.60,78.00
12.10,81.40,24.70,78.00
12.20,81.30,24.70,77.80
12.10,81.20,24.60,77.80
12.10,81.10,24.70,77.80
12.20,81.10,24.70,77.60
12.10,81.00,24.80,77.60
12.10,80.90,24.70,77.40
12.10,80.80,24.80,77.40
12.10,80.70,24.70,77.20
12.10,80.70,24.70,77.20
12.10,80.60,24.80,77.20
12.10,80.50,24.70,77.00
12.10,80.40,24.70,77.00
12.10,80.40,24.70,77.00
12.10,80.30,24.70,76.90
12.10,80.20,24.70,76.90
12.10,80.10,24.70,76.80
12.10,80.00,24.70,76.80
12.10,79.80,24.70,76.80
12.10,79.70,24.80,76.80
12.10,79.70,24.70,76.80
12.00,79.60,24.70,76.80
12.10,79.60,24.70,76.80
12.10,79.60,24.70,76.70
12.10,79.60,24.70,76.70
12.10,79.50,24.80,76.80
12.00,79.40,24.70,76.60
12.10,79.40,24.70,76.60
12.10,79.20,24.70,76.60
12.10,79.20,24.80,76.80
12.10,79.10,24.70,76.60
12.10,79.10,24.70,76.70
12.00,79.00,24.70,76.80
12.10,79.00,24.70,76.90
12.10,78.90,24.70,76.90
12.10,78.90,24.80,76.80
12.10,78.90,24.70,76.80
12.00,78.80,24.70,76.80
12.00,78.70,24.70,76.80
12.10,78.80,24.70,76.90
12.00,78.70,24.70,76.90
12.00,78.70,24.70,76.80
12.10,78.70,24.80,76.90
12.10,78.60,24.70,76.70
12.10,78.50,24.70,76.70
12.00,78.40,24.80,76.70
12.00,78.30,24.70,76.60
12.10,78.30,24.70,76.60
12.00,78.10,24.70,76.50
12.00,78.00,24.70,76.50
12.00,77.90,24.70,76.50
12.10,78.00,24.70,76.50
12.00,77.90,24.70,76.60
12.00,77.90,24.70,76.60
12.10,78.10,24.70,76.60
12.10,78.00,24.70,76.60
12.00,78.00,24.70,76.60
12.10,78.00,24.60,76.60
12.00,77.90,24.60,76.60
12.10,77.90,24.60,76.60
12.10,77.90,24.60,76.60
12.00,77.80,24.70,76.60
12.00,77.80,24.60,76.60
12.10,77.90,24.60,76.80
12.00,77.80,24.60,76.80
12.00,77.80,24.60,76.80
12.00,77.80,24.60,76.80
12.10,77.90,24.60,76.80
12.00,77.80,24.60,76.80
12.00,77.80,24.60,77.00
12.00,77.80,24.60,77.00
12.10,77.90,24.60,76.90
12.10,77.80,24.60,77.00
12.00,77.80,24.60,77.00
12.00,77.80,24.60,77.00
12.00,77.80,24.60,77.10
12.00,77.80,24.60,77.00
12.00,77.80,24.50,77.00
12.00,77.80,24.60,77.20
12.10,77.90,24.60,77.40
12.00,77.80,24.50,77.40
12.00,77.80,24.60,77.60
12.00,77.80,24.60,77.80
12.00,77.80,24.50,77.80
12.00,77.80,24.50,77.90
12.00,77.80,24.60,78.00
12.00,77.90,24.60,77.80
12.00,77.80,24.60,77.80
12.00,77.90,24.50,77.90
12.10,77.90,24.50,78.10
12.10,77.90,24.50,78.00
12.00,77.90,24.50,78.00
12.00,77.90,24.50,78.00
12.00,77.90,24.50,78.00
12.00,77.90,24.50,78.10
12.00,77.90,24.50,78.00
12.00,78.00,24.50,77.90
12.10,78.10,24.50,77.80
12.00,78.10,24.50,77.70
12.00,78.10,24.50,77.70
12.00,78.10,24.50,77.60
12.00,78.20,24.60,77.80
12.10,78.30,24.50,77.80
12.00,78.30,24.50,77.70
12.00,78.20,24.50,77.60
12.00,78.30,24.50,77.60
12.00,78.30,24.50,77.60
12.00,78.30,24.50,77.60
12.00,78.40,24.50,77.60
12.00,78.40,24.50,77.70
12.00,78.40,24.50,77.60
12.00,78.40,24.50,77.70
12.00,78.50,24.50,77.60
12.10,78.70,24.50,77.60
12.00,78.70,24.50,77.60
12.00,78.80,24.50,77.60
12.00,78.80,24.40,77.60
12.00,78.90,24.40,77.70
12.10,79.10,24.50,77.80
12.00,79.10,24.40,77.60
12.00,79.10,24.40,77.60
12.00,79.10,24.40,77.80
12.00,79.10,24.40,77.80
12.00,79.10,24.40,77.80
12.00,79.10,24.40,77.90
12.00,79.10,24.40,77.90
12.00,79.20,24.40,77.90
12.00,79.20,24.40,78.20
12.00,79.20,24.40,78.20
12.00,79.20,24.40,78.20
12.00,79.20,24.40,78.20
12.00,79.30,24.40,78.10
12.00,79.30,24.40,78.20
12.00,79.40,24.40,78.30
12.00,79.40,24.40,78.30
12.00,79.50,24.40,78.30
12.00,79.50,24.40,78.40
12.00,79.50,24.40,78.40
12.00,79.50,24.30,78.40
12.00,79.50,24.40,78.50
12.10,79.60,24.40,78.70
12.00,79.60,24.40,78.80
12.00,79.60,24.40,78.80
12.10,79.70,24.40,78.80
12.00,79.60,24.30,78.80
12.00,79.70,24.30,78.70
12.00,79.70,24.40,78.70
12.00,79.70,24.40,78.60
12.10,79.80,24.30,78.50
12.10,79.80,24.40,78.60
12.00,79.80,24.30,78.50
12.00,79.80,24.30,78.60
12.00,79.80,24.40,78.70
12.00,79.80,24.30,78.80
12.10,80.00,24.30,78.80
12.10,80.00,24.30,79.00
12.00,80.00,24.30,79.00
12.00,80.00,24.30,79.20
12.00,80.00,24.30,79.20
12.00,80.00,24.30,79.20
12.00,80.00,24.30,79.30
12.00,80.10,24.30,79.20
12.00,80.10,24.30,79.20
12.00,80.10,24.30,79.20
12.00,80.10,24.30,79.20
12.00,80.20,24.30,79.20
12.00,80.10,24.30,79.40
12.00,80.20,24.30,79.40
12.10,80.30,24.30,79.30
12.10,80.30,24.30,79.40
12.00,80.30,24.30,79.60
12.10,80.30,24.30,79.70
12.10,80.30,24.30,79.60
12.00,80.30,24.30,79.50
12.00,80.30,24.30,79.60
12.00,80.40,24.30,79.50
12.00,80.40,24.30,79.40
12.00,80.50,24.30,79.30
12.00,80.50,24.30,79.20
12.00,80.50,24.30,79.20
12.10,80.70,24.30,79.10
12.10,80.70,24.30,79.10
12.00,80.70,24.30,79.10
12.00,80.70,24.30,79.00
12.00,80.80,24.30,79.10
12.10,80.90,24.20,79.10
12.00,80.90,24.20,79.00
12.10,81.00,24.20,79.00
12.10,81.00,24.30,79.20
12.00,81.00,24.20,79.20
12.10,81.10,24.20,79.20
12.00,81.00,24.20,79.10
12.00,81.00,24.20,79.20
12.00,81.10,24.20,79.20
12.10,81.10,24.20,79.10
12.10,81.20,24.20,79.10
12.00,81.10,24.20,79.10
12.00,81.10,24.20,79.10
12.10,81.20,24.20,79.10
12.00,81.20,24.20,79.40
12.00,81.20,24.20,79.40
12.00,81.20,24.20,79.40
12.10,81.30,24.20,79.40
12.10,81.30,24.20,79.40
12.10,81.40,24.20,79.50
12.00,81.40,24.10,79.40
12.10,81.50,24.20,79.50
12.10,81.50,24.10,79.40
12.00,81.50,24.10,79.40
